lab_method_name,element_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1 r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name r-Lab,lu-modus_id r-Modus_Soil_Test_v1,lu-modus_id r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result,modus_id_assigned_status
soil respiration (gas phase),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Soil Respiration (ppm CO2),Soil,"Soil Respiration, ppm CO2-C",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Soluble Salts,Soil,1:1 Soluble Salt,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
TC:TN Ratio,Soil,"TC:TN Ratio,LECO Tot. C : Tot. N",S-TC:TN.19,L_MODV2_SOIL_TCTN_001,Total Carbon:Total Nitrogen,Total Carbon:Total Nitrogen,,Dry Combustion,Calculation,Calculation,none,none,,none,,,,,S-TC:TN.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-TC:TN.19,L_MODV2_SOIL_TCTN_001,,L_MODV2_SOIL_TCTN_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Texture Class,Soil,"Texture Class,Texture",S-TEXTURE.19,L_MODV2_SOIL_TEXTURE_001,Textural Classification,Textural Classification,Calculation,Calculation,Gravimetric,Gravimetric,Texture Classification,Texture Classification,,none,,,,,S-TEXTURE.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-TEXTURE.19,L_MODV2_SOIL_TEXTURE_001,,L_MODV2_SOIL_TEXTURE_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
TOC:TN Ratio,Soil,"TOC:TN Ratio,LECO Org. C : Tot. N",S-TOC:TN.19,L_MODV2_SOIL_TOCTN_001,Total Organic Carbon: Total Nitrogen,Total Organic Carbon: Total Nitrogen,,Dry Combustion,Calculation,Calculation,none,none,,none,,,,,S-TOC:TN.19,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-TOC:TN.19,L_MODV2_SOIL_TOCTN_001,,L_MODV2_SOIL_TOCTN_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Aluminum,Soil,"Total Aluminum,Tot. Al",S-AL-NA.04,L_MODV2_SOIL_AL_014,Aluminum,Aluminum,Nitric Acid,Nitric Acid,,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-AL-NA.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-AL-NA.04,L_MODV2_SOIL_AL_014,,L_MODV2_SOIL_AL_014,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Boron,Soil,"Boron, ppm B,Total Boron",S-B-NA.04,L_MODV2_SOIL_B_019,Boron,Boron,Nitric Acid,Nitric Acid,,ICP,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-B-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-B-NA.04,L_MODV2_SOIL_B_019,,L_MODV2_SOIL_B_019,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Calcium,Soil,"Calcium, % Ca,Total Calcium",S-CA-NA.04,L_MODV2_SOIL_CA_025,Calcium,Calcium,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-CA-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CA-NA.04,L_MODV2_SOIL_CA_025,,L_MODV2_SOIL_CA_025,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Carbon,Soil,"Total Carbon,LECO Tot. C",S-TC-COMB.15,L_MODV2_SOIL_TC_001,"""Carbon, Total""","""Carbon, Total""",Combustion,Combustion,Gravimetric,Gravimetric,%,%,,%,%,%,,%,S-TC-COMB.15,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-TC-COMB.15,L_MODV2_SOIL_TC_001,,L_MODV2_SOIL_TC_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Copper,Soil,"Copper, ppm Cu,Total Copper",S-CU-NA.04,L_MODV2_SOIL_CU_018,Copper,Copper,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-CU-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-CU-NA.04,L_MODV2_SOIL_CU_018,,L_MODV2_SOIL_CU_018,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Iron,Soil,"Iron, ppm Fe,Total Iron",S-FE-NA.04,L_MODV2_SOIL_FE_017,Iron,Iron,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-FE-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-FE-NA.04,L_MODV2_SOIL_FE_017,,L_MODV2_SOIL_FE_017,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Magnesium,Soil,"Magnesium, % Mg,Total Magnesium",S-MG-NA.04,L_MODV2_SOIL_MGBS_001,Base Saturation - Mg,Base Saturation - Mg,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-MG.19,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MG-NA.04,L_MODV2_SOIL_MGBS_001,,L_MODV2_SOIL_MG_025,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Manganese,Soil,"Manganese, ppm Mn,Total Manganese",S-MN-NA.04,L_MODV2_SOIL_MN_018,Manganese,Manganese,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-MN-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MN-NA.04,L_MODV2_SOIL_MN_018,,L_MODV2_SOIL_MN_018,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Molybdenum,Soil,"Molybdenum, ppm Mo,Total Molybdenum",S-MO-NA.04,L_MODV2_SOIL_MO_015,Molybdenum,Molybdenum,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-MO-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-MO-NA.04,L_MODV2_SOIL_MO_015,,L_MODV2_SOIL_MO_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Nitrogen,Soil,"Total Nitrogen,LECO Tot. N",S-TN.16,L_MODV2_SOIL_TN_002,"""Nitrogen, Total""","""Nitrogen, Total""",Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TN.16,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-TN.16,L_MODV2_SOIL_TN_002,,L_MODV2_SOIL_TN_002,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Phosphorus,Soil,"Phosphorus, % P,Total Phosphorus",S-P-NA.04,L_MODV2_SOIL_P_038,Phosphorus,Phosphorus,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-P-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-P-NA.04,L_MODV2_SOIL_P_038,,L_MODV2_SOIL_P_038,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Postassium,Soil,"Potassium, % K,Total Postassium",S-K-NA.04,L_MODV2_SOIL_KBS_001,Base Saturation - K,Base Saturation - K,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,%,%,%,,%,S-BS-K.19,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-K-NA.04,L_MODV2_SOIL_KBS_001,,L_MODV2_SOIL_K_037,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Sodium,Soil,"Sodium, % Na,Total Sodium",S-NA-NA.04,L_MODV2_SOIL_NA_015,Sodium,Sodium,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-NA-NA.04,From Lance's emailed spreadsheet,,RegenAg Labs,RegenAg Labs,S-NA-NA.04,L_MODV2_SOIL_NA_015,,L_MODV2_SOIL_NA_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Sulfur,Soil,"Sulfur, % S,Total Sulfur",S-S-NA.04,L_MODV2_SOIL_S_030,Sulfur,Sulfur,Nitric Acid,Nitric Acid,ICP,ICP,%,%,,%,%,%,,%,S-S-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-S-NA.04,L_MODV2_SOIL_S_030,,L_MODV2_SOIL_S_030,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Wet Stable Aggregates (%),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Total Zinc,Soil,"Zinc, ppm Zn,Total Zinc",S-ZN-NA.04,L_MODV2_SOIL_ZN_019,Zinc,Zinc,Nitric Acid,Nitric Acid,ICP,ICP,ppm,ppm,,ppm,[ppm],[ppm],,[ppm],S-ZN-NA.04,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-ZN-NA.04,L_MODV2_SOIL_ZN_019,,L_MODV2_SOIL_ZN_019,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Undifferentiated Microbial Groups,Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Water extractable organic carbon,Soil,"H2O Total Organic C,H2O Total Org. C, ppm C",S-TOC.16,L_MODV2_SOIL_OC_001,Organic Carbon,Organic Carbon,Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TOC.16,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,S-TOC.16,L_MODV2_SOIL_OC_001,,L_MODV2_SOIL_OC_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Water extractable organic nitrogen,Soil,"H2O Organic N,H2O Org. N, ppm N",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Water extractable total nitrogen,Soil,"H2O Total N,H2O Total N, ppm N",,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
water soluble organic carbon (liquid phase),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
WHC (g water/g soil),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
WHC (inch of water/depth of sample),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
WHC (inch of water/inch of soil),Soil,,,,,,,,,,,,,,,,,,,From RegenAg Labs website,,RegenAg Labs,RegenAg Labs,,,,,,
Soil Total Carbon By Dry Combustion/ Soil Inorganic Carbon by Modified Pressure Calcimeter,,,,L_MODV2_SOIL_OC_001,,Organic Carbon,Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,,,%,,,S-TOC.16,"Package: Recommended Measurements for Scaling Soil Health Assessment
https://soilhealthinstitute.org/our-work/initiatives/measurements/#resources",,Soil Health Institute,Soil Health Institute,,L_MODV2_SOIL_OC_001,,,,"Lab - No match, new ID form submitted to AgGateway"
Potential Carbon Mineralization,,,,,,,Respiration,Respiration,Infrared gas analyzer( IRGA),Infrared gas analyzer( IRGA),mg CO2/ kg dry soil/24 hr,mg CO2/ kg dry soil/24 hr,,,,,,,,Package: Recommended Measurements for Scaling Soil Health Assessment,,Soil Health Institute,Soil Health Institute,,,,,,"Lab - No match, new ID form submitted to AgGateway"
Particle Size Analysis by Hydrometer (Textural Classification),,,,,,,,,Hydrometer,Hydrometer,Texture Classification,Texture Classification,,,,,,,,Package: Recommended Measurements for Scaling Soil Health Assessment,,Soil Health Institute,Soil Health Institute,,,,,,"Lab - No match, new ID form submitted to AgGateway"
Aggregate Stability by Image Analysis,,,,,,,Image recognition,Image recognition,Calculation,Calculation,ratio,ratio,,,,,,,,Package: Recommended Measurements for Scaling Soil Health Assessment,,Soil Health Institute,Soil Health Institute,,,,,,"Lab - No match, new ID form submitted to AgGateway"
bulk density,,,,,,,,,,,,,,,,,,,,https://soilhealthinstitute.org/app/uploads/2022/06/SOP_SoilSampling-v1.1.pdf,,Soil Health Institute,Soil Health Institute,,,,,,
total carbon (C),,,,,,,,,,,,,,,,,,,,https://soilhealthinstitute.org/app/uploads/2021/10/SOP_TCTN_drycombustion_v1.3.pdf,,Soil Health Institute,Soil Health Institute,,,,,,
nitrogen (N),,,,L_MODV2_SOIL_TN_002,,"""Nitrogen, Total""",,Combustion,,Combustion Analyzer,,%,,,,%,,,S-TN.16,https://soilhealthinstitute.org/app/uploads/2021/10/SOP_TCTN_drycombustion_v1.3.pdf,Need more info from lab,Soil Health Institute,Soil Health Institute,,L_MODV2_SOIL_TN_002,,,,
soil organic carbon,,,,,,,,,,,,,,,,,,,,,,Soil Health Institute,Soil Health Institute,,,,,,
soil inorganic carbon,,,,,,,,,,,,,,,,,,,,,,Soil Health Institute,Soil Health Institute,,,,,,
total nitrogen,,,,,,,,,,,,,,,,,,,,,,Soil Health Institute,Soil Health Institute,,,,,,
1:1 pH,Soil,1:1 pH,,,pH,pH,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
B,Soil,B,,,Boron,Boron,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
B REC,Soil,B REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Bray P,Soil,Bray P,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
CA,Soil,CA,,,Calcium,Calcium,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
CaCl2 pH,Soil,CaCl2 pH,,,pH,pH,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
CEC,Soil,CEC,,,Cation Exchange Capacity,Cation Exchange Capacity,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Cl,Soil,Cl,,,Chloride,Chloride,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Cl REC,Soil,Cl REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
CU,Soil,CU,,,Copper,Copper,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
CU REC,Soil,CU REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
EFF,Soil,EFF,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
ELEMS REC,Soil,ELEMS REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
ENR,Soil,ENR,,,Estimated Nitrogen Release,Estimated Nitrogen Release,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
FE,Soil,FE,,,Iron,Iron,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
FE REC,Soil,FE REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
gypsum,Soil,gypsum,,,Gypsum Recommendation,Gypsum Recommendation,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
HYD,Soil,HYD,,,Hydrogen,Hydrogen,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
K,Soil,K,,,Potassium,Potassium,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
K2O5 REC,Soil,K2O5 REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
KCL ext Al,Soil,KCL ext Al,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
LIME,Soil,LIME,,,Lime Index,Lime Index,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
LIME 6:5,Soil,LIME 6:5,,,Lime Index,Lime Index,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Manure,Soil,Manure,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
MG,Soil,MG,,,Magnesium,Magnesium,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
MG REC,Soil,MG REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
MN,Soil,MN,,,Manganese,Manganese,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
MN REC,Soil,MN REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Moisture,Soil,Moisture,,,Moisture,Moisture,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
N REC,Soil,N REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
NA,Soil,NA,,,Sodium,Sodium,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
NH4-N,Soil,NH4-N,,,Ammonium,Ammonium,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
NO31,Soil,NO31,,,Nitrate,Nitrate,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
NO32,Soil,NO32,,,Nitrate,Nitrate,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Olsen P,Soil,Olsen P,,,Phosphorus,Phosphorus,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
OM,Soil,OM,,,Organic Matter,Organic Matter,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
OTHER P,Soil,OTHER P,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
P2O5 REC,Soil,P2O5 REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
PERCA,Soil,PERCA,,,Base Saturation - Ca,Base Saturation - Ca,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
PERH,Soil,PERH,,,Base Saturation - H,Base Saturation - H,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
PERK,Soil,PERK,,,Base Saturation - K,Base Saturation - K,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
PERMG,Soil,PERMG,,,Base Saturation - Mg,Base Saturation - Mg,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
PERNA,Soil,PERNA,,,Base Saturation - Na,Base Saturation - Na,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
S,Soil,S,,,Sulfur,Sulfur,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
S REC,Soil,S REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
SMP/A&E,Soil,SMP/A&E,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
SOLSALT,Soil,SOLSALT,,,Soluble Salts,Soluble Salts,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Yield Goal Units,Soil,Yield Goal Units,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
ZN,Soil,ZN,,,Zinc,Zinc,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
ZN REC,Soil,ZN REC,,,,,,,,,,,,,,,,,,,,"""Soiltest Farm Consultants, Inc. - Moses Lake, WA""","Soiltest Farm Consultants, Inc. - Moses Lake, WA",,,,,,
Al aluminum,Soil,Al aluminum,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
As arsenic,Soil,As arsenic,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
B boron,Soil,B boron,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Ca,Soil,Ca,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Ca calcium,Soil,Ca calcium,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Cd cadmium,Soil,Cd cadmium,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Cr chromium,Soil,Cr chromium,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Cu copper,Soil,Cu copper,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Fe iron,Soil,Fe iron,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
K,Soil,K,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
K potassium,Soil,K potassium,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
LBC,Soil,LBC,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
LBCeq,Soil,LBCeq,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Mg,Soil,Mg,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Mg magnesium,Soil,Mg magnesium,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Mn,Soil,Mn,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
